sequence_index,phase,time_s,cluster_id,observed_liquid_share,prior_liquid_share,posterior_liquid_share,observed_sand_share,prior_sand_share,posterior_sand_share,posterior_half_length_m,posterior_cluster_factor,posterior_sand_transport_factor
20,calibration,1503.0,4,0.16928259765103149,0.17130014140634153,0.17048668581626006,0.16666666666666666,0.1751967337898561,0.17302099337275176,31.41735182566425,0.9074464081987248,1.1872634612431443
20,calibration,1503.0,5,0.1471979719065638,0.16567450802179262,0.16661765478982168,0.16666666666666666,0.17056934676926974,0.17454998300329821,63.479008873459634,1.1520056287660079,1.2425653356354758
21,calibration,1579.0,0,0.16738503426746337,0.16611474414598035,0.16675459211509872,0.16666666666666666,0.16855486242662965,0.1693042569529655,67.61520801546699,1.1810315673996785,1.2188908879634455
21,calibration,1579.0,1,0.16336674103957965,0.16338039270731777,0.16313782010748135,0.16666666666666666,0.16979335962318418,0.1681685443610249,56.18365208014033,1.0789789349367693,1.2539457663504785
21,calibration,1579.0,2,0.17921060182477577,0.16876852792350172,0.1706297821831312,0.16666666666666666,0.161389187714979,0.16524649976570743,73.94834327049162,1.2445367937983003,1.1467426549583701
21,calibration,1579.0,3,0.1698189178976351,0.16274489829569064,0.1632292813253661,0.16666666666666666,0.14997566158499404,0.1523658790003353,49.56320207199425,1.0278995108324878,1.1350950978854184
21,calibration,1579.0,4,0.17286057665923985,0.17282345080878883,0.17008073449880307,0.16666666666666666,0.17626605789789443,0.16887714812343457,34.19355030426571,0.9343024957032113,1.1779968420989033
21,calibration,1579.0,5,0.14735812831130632,0.1661679861187208,0.16616778977011945,0.16666666666666666,0.17402087075231862,0.17603767179653224,66.367588835021,1.1696137022638189,1.274535988992331
22,calibration,1654.0,0,0.1681993377181418,0.16620051251899656,0.16360828349215972,0.16666666666666666,0.1684093124081748,0.1643789047933278,67.19277181709879,1.1745773876003274,1.2246071957518805
22,calibration,1654.0,1,0.16299541286798847,0.16287161748232062,0.16220576687916635,0.16666666666666666,0.16783366764128643,0.1666965241474863,54.57967284628082,1.0745062197957438,1.2590983796101205
22,calibration,1654.0,2,0.1794830281373576,0.1698370484490906,0.16871333034233515,0.16666666666666666,0.16420829093593436,0.16265957729186875,78.2048083469217,1.2772492098012718,1.1536651872659847
22,calibration,1654.0,3,0.16848708552567368,0.16317301255734312,0.16409179232105783,0.16666666666666666,0.15183963569182626,0.15381111953682738,46.264751221303044,1.0198053186927052,1.1404807124030008
22,calibration,1654.0,4,0.17339920952513344,0.1721747125734067,0.17751279568302228,0.16666666666666666,0.17227460426202246,0.17998224639752794,26.77538508253902,0.9267187802931269,1.1767965636163424
22,calibration,1654.0,5,0.14743592622570506,0.16574309641884238,0.16386803128225863,0.16666666666666666,0.17543448906075562,0.1724716278329618,67.83234677966671,1.1817159091796474,1.2816400499978422
23,calibration,1729.0,0,0.16951586967363044,0.1629287502440242,0.16189102462228375,0.16666666666666666,0.16332001029513604,0.1624885675468523,66.9380457120806,1.1699010482354806,1.235055088871608
23,calibration,1729.0,1,0.16210009696327826,0.1618729337648574,0.1614720775901299,0.16666666666666666,0.16557078415650597,0.16419596263807493,58.566808514951845,1.1076129873785727,1.2532177439150283
23,calibration,1729.0,2,0.1793164315292217,0.16811553668040505,0.16927709399847318,0.16666666666666666,0.16136094638189627,0.16416045397183202,85.35851278166271,1.3335404348943276,1.161800039524276
23,calibration,1729.0,3,0.16702727368805884,0.16363801501326336,0.16808504879979377,0.16666666666666666,0.1534306744702871,0.1600886035381058,39.4299841226188,0.9958818778729821,1.1458660049294094
23,calibration,1729.0,4,0.1744726762027133,0.18013507495230227,0.17689734293128362,0.16666666666666666,0.18507316152379238,0.17964998391172388,28.178267671789964,0.9504419948954108,1.1849309448451666
23,calibration,1729.0,5,0.14756765194309746,0.1633096893451477,0.16237741205803585,0.16666666666666666,0.17124442317238212,0.16941642839341095,69.19050901759464,1.1896338287535244,1.2815468613333543
